event_id,user_email,event_timestamp,event_type,message_details
evt_89b97347,marcos.costa@outlook.com,2023-07-25T18:49:07Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_396"", ""template"": ""v1""}"
evt_7b9e1f44,lucas.mendes@gmail.com,2023-07-22T14:10:34Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_753"", ""template"": ""v1""}"
evt_05032e6a,lucas.mendes@gmail.com,2023-10-24T00:47:44Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_810"", ""template"": ""v1""}"
evt_d8d52740,CAMILA.RODRIGUES@GMAIL.COM,2023-10-05T23:39:39Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_435"", ""template"": ""v1""}"
evt_ae902ae4,CAMILA.RODRIGUES@GMAIL.COM,2023-07-06T00:27:48Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_616"", ""template"": ""v1""}"
evt_fe79a550,camila.oliveira@gmail.com,2023-08-18T16:38:33Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_716"", ""template"": ""v1""}"
evt_3a0477e5,bruna.lima@outlook.com,2023-11-02T06:08:23Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_143"", ""template"": ""v1""}"
evt_3702d4a3,bruna.lima@outlook.com,2023-03-09T01:25:07Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_857"", ""template"": ""v1""}"
evt_e26fca65,bruna.lima@outlook.com,2023-09-02T17:02:37Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_955"", ""template"": ""v1""}"
evt_5f0ada51,bruna.lima@outlook.com,2023-04-14T21:45:43Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_274"", ""template"": ""v1""}"
evt_8472ef5e,MARCOS.ALVES@OUTLOOK.COM,2023-08-08T02:30:27Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_819"", ""template"": ""v1""}"
evt_ae4eb46b,MARCOS.ALVES@OUTLOOK.COM,2023-08-14T02:30:27Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_540"", ""template"": ""v1""}"
evt_a57a9638,MARCOS.ALVES@OUTLOOK.COM,2023-08-16T02:30:27Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_124"", ""template"": ""v1""}"
evt_fc9afb5c,JULIA.SOUZA@UOL.COM.BR,2023-11-26T02:09:30Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_302"", ""template"": ""v1""}"
evt_4ffeff79,MARCOS.SOUZA@YAHOO.COM.BR,2023-01-09T18:28:28Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_772"", ""template"": ""v1""}"
evt_36e9784e,MARCOS.SOUZA@YAHOO.COM.BR,2023-09-14T09:47:39Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_570"", ""template"": ""v1""}"
evt_7b5f1b36,roberto.mendes@hotmail.com,2023-05-06T13:22:55Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_267"", ""template"": ""v1""}"
evt_d6bdbfeb,roberto.mendes@hotmail.com,2023-05-22T22:33:34Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_920"", ""template"": ""v1""}"
evt_66c18e96,roberto.mendes@hotmail.com,2023-03-15T23:22:51Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_736"", ""template"": ""v1""}"
evt_c3238430,roberto.mendes@hotmail.com,2023-12-19T02:37:07Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_878"", ""template"": ""v1""}"
evt_c5dcd31d,roberto.mendes@hotmail.com,2023-02-23T18:45:43Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_261"", ""template"": ""v1""}"
evt_48271a05,roberto.mendes@hotmail.com,2023-09-29T19:28:14Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_551"", ""template"": ""v1""}"
evt_a25e73d5,camila.oliveira@uol.com.br,2023-01-11T09:34:23Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_984"", ""template"": ""v1""}"
evt_71cad79f,camila.oliveira@uol.com.br,2023-11-08T05:45:28Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_805"", ""template"": ""v1""}"
evt_6b2fd1dd,camila.oliveira@uol.com.br,2023-08-18T10:06:00Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_474"", ""template"": ""v1""}"
evt_d5a9d4f6,camila.oliveira@uol.com.br,2023-07-30T21:27:59Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_710"", ""template"": ""v1""}"
evt_4a40c605,camila.oliveira@uol.com.br,2023-12-13T03:53:21Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_477"", ""template"": ""v1""}"
evt_426cb914,camila.oliveira@uol.com.br,2023-03-24T19:53:53Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_210"", ""template"": ""v1""}"
evt_5b04d2d2,lucas.pereira@hotmail.com,2023-10-09T11:26:34Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_775"", ""template"": ""v1""}"
evt_cf7a1ab8,lucas.pereira@hotmail.com,2023-11-11T08:54:42Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_572"", ""template"": ""v1""}"
evt_41fe3254,lucas.pereira@hotmail.com,2023-12-17T11:55:14Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_303"", ""template"": ""v1""}"
evt_9c3c1191,lucas.pereira@hotmail.com,2023-06-05T03:18:25Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_983"", ""template"": ""v1""}"
evt_55931265,lucas.pereira@hotmail.com,2023-03-02T05:51:27Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_922"", ""template"": ""v1""}"
evt_6a9a7047,patricia.lima@outlook.com,2023-07-23T05:46:23Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_509"", ""template"": ""v1""}"
evt_78d966f8,patricia.lima@outlook.com,2023-07-26T05:46:23Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_150"", ""template"": ""v1""}"
evt_aee83b23,patricia.lima@outlook.com,2023-01-14T17:30:15Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_488"", ""template"": ""v1""}"
evt_0c870760,patricia.lima@outlook.com,2023-07-22T05:46:23Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_336"", ""template"": ""v1""}"
evt_bd9cfb59,joao.silva@hotmail.com,2023-01-25T03:40:48Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_499"", ""template"": ""v1""}"
evt_ac99ab03,joao.silva@hotmail.com,2023-01-12T02:30:26Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_180"", ""template"": ""v1""}"
evt_0dd2662a,joao.silva@hotmail.com,2023-08-08T00:24:08Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_223"", ""template"": ""v1""}"
evt_a4eb77f9,joao.silva@hotmail.com,2023-10-15T14:50:08Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_231"", ""template"": ""v1""}"
evt_b5567efc,joao.silva@hotmail.com,2023-03-15T14:51:31Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_727"", ""template"": ""v1""}"
evt_bfd439fc,MARIA.PEREIRA@UOL.COM.BR,2023-09-04T14:22:39Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_300"", ""template"": ""v1""}"
evt_11fe5af1,ana.lima@yahoo.com.br,2023-01-31T08:15:04Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_113"", ""template"": ""v1""}"
evt_64cdb982,ana.lima@yahoo.com.br,2023-01-16T16:24:22Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_755"", ""template"": ""v1""}"
evt_f91b5e09,ana.lima@yahoo.com.br,2023-05-15T20:19:50Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_242"", ""template"": ""v1""}"
evt_e7017c0a,ana.lima@yahoo.com.br,2023-03-11T22:18:47Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_179"", ""template"": ""v1""}"
evt_ef0e054a,ana.lima@yahoo.com.br,2023-01-12T23:45:30Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_570"", ""template"": ""v1""}"
evt_c5a23169,fernanda.ferreira@outlook.com,2023-12-13T16:17:56Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_256"", ""template"": ""v1""}"
evt_26e9c375,fernanda.ferreira@outlook.com,2023-08-22T17:44:25Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_755"", ""template"": ""v1""}"
evt_8a566b23,fernanda.ferreira@outlook.com,2023-12-13T23:21:03Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_639"", ""template"": ""v1""}"
evt_7d741d05,lucas.nunes@hotmail.com,2023-05-03T03:46:26Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_532"", ""template"": ""v1""}"
evt_6d5cdc9e,lucas.nunes@hotmail.com,2023-05-22T13:09:20Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_508"", ""template"": ""v1""}"
evt_028c67b7,lucas.nunes@hotmail.com,2023-06-16T06:41:37Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_833"", ""template"": ""v1""}"
evt_d9456576,lucas.nunes@hotmail.com,2023-06-22T04:19:31Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_517"", ""template"": ""v1""}"
evt_0c304040,joao.souza@uol.com.br,2023-03-04T04:59:53Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_869"", ""template"": ""v1""}"
evt_fe1083b9,joao.souza@uol.com.br,2023-03-05T04:59:53Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_486"", ""template"": ""v1""}"
evt_c2050663,joao.souza@uol.com.br,2023-04-04T16:17:12Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_986"", ""template"": ""v1""}"
evt_235acecd,joao.souza@uol.com.br,2023-02-28T04:59:53Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_954"", ""template"": ""v1""}"
evt_5507e554,joao.souza@uol.com.br,2023-03-02T04:59:53Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_144"", ""template"": ""v1""}"
evt_be0bbd2c,joao.souza@uol.com.br,2023-02-26T04:59:53Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_830"", ""template"": ""v1""}"
evt_0144ab44,maria.rodrigues@uol.com.br,2023-01-31T20:02:35Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_482"", ""template"": ""v1""}"
evt_aa23eaf8,maria.rodrigues@uol.com.br,2023-01-15T14:32:19Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_215"", ""template"": ""v1""}"
evt_2bff0aec,maria.rodrigues@uol.com.br,2023-09-02T19:21:35Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_464"", ""template"": ""v1""}"
evt_2cb39b51,maria.rodrigues@uol.com.br,2023-08-27T19:42:35Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_870"", ""template"": ""v1""}"
evt_c06ded6f,maria.rodrigues@uol.com.br,2023-06-23T05:45:44Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_437"", ""template"": ""v1""}"
evt_df78cb35,roberto.alves@yahoo.com.br,2023-08-04T11:23:05Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_123"", ""template"": ""v1""}"
evt_915e55a6,roberto.alves@yahoo.com.br,2023-05-03T14:04:21Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_582"", ""template"": ""v1""}"
evt_1124b3f6,roberto.alves@yahoo.com.br,2023-12-04T09:49:52Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_683"", ""template"": ""v1""}"
evt_20c18473,roberto.alves@yahoo.com.br,2023-04-04T22:12:28Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_321"", ""template"": ""v1""}"
evt_8504f14c,roberto.alves@yahoo.com.br,2023-03-27T10:01:40Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_552"", ""template"": ""v1""}"
evt_c10fed8a,maria.silva@gmail.com,2023-04-06T10:39:32Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_298"", ""template"": ""v1""}"
evt_f0f60e0b,maria.silva@gmail.com,2023-03-09T10:46:43Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_425"", ""template"": ""v1""}"
evt_022d5cfa,maria.silva@gmail.com,2023-02-12T12:38:01Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_327"", ""template"": ""v1""}"
evt_362938c0,maria.silva@gmail.com,2023-01-12T20:14:38Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_302"", ""template"": ""v1""}"
evt_edd35340,maria.silva@gmail.com,2023-05-02T11:41:02Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_177"", ""template"": ""v1""}"
evt_f3eea486,joao.mendes@hotmail.com,2023-10-22T19:14:17Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_704"", ""template"": ""v1""}"
evt_7990d72f,joao.mendes@hotmail.com,2023-09-11T13:45:52Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_887"", ""template"": ""v1""}"
evt_c31c9264,rafael.lima@yahoo.com.br,2023-08-19T18:17:12Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_705"", ""template"": ""v1""}"
evt_27434acf,rafael.lima@yahoo.com.br,2023-10-24T05:11:36Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_473"", ""template"": ""v1""}"
evt_593534fd,rafael.lima@yahoo.com.br,2023-03-25T05:51:58Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_904"", ""template"": ""v1""}"
evt_d74c5a88,rafael.lima@yahoo.com.br,2023-01-09T18:49:24Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_159"", ""template"": ""v1""}"
evt_921daa7e,ana.ferreira@hotmail.com,2023-12-18T12:39:35Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_722"", ""template"": ""v1""}"
evt_a0357d27,ana.ferreira@hotmail.com,2023-11-25T08:17:02Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_507"", ""template"": ""v1""}"
evt_a04b2b2c,ana.ferreira@hotmail.com,2023-10-21T20:27:45Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_866"", ""template"": ""v1""}"
evt_c687a884,ana.ferreira@hotmail.com,2023-01-08T13:03:29Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_131"", ""template"": ""v1""}"
evt_36207841,ana.ferreira@hotmail.com,2023-10-08T05:20:47Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_717"", ""template"": ""v1""}"
evt_638f0520,ana.ferreira@hotmail.com,2023-08-30T21:34:16Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_246"", ""template"": ""v1""}"
evt_31f69e43,rafael.mendes@hotmail.com,2023-07-11T00:17:36Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_547"", ""template"": ""v1""}"
evt_6087f8f9,rafael.mendes@hotmail.com,2023-06-07T14:31:08Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_527"", ""template"": ""v1""}"
evt_b4f5783c,roberto.oliveira@uol.com.br,2023-03-07T16:31:38Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_879"", ""template"": ""v1""}"
evt_f6d17266,roberto.oliveira@uol.com.br,2023-10-24T19:45:54Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_960"", ""template"": ""v1""}"
evt_82a655d2,roberto.oliveira@uol.com.br,2023-03-18T04:43:32Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_400"", ""template"": ""v1""}"
evt_27eec234,roberto.oliveira@uol.com.br,2023-11-27T10:14:27Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_601"", ""template"": ""v1""}"
evt_fb9081ef,roberto.oliveira@uol.com.br,2023-07-20T04:54:12Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_389"", ""template"": ""v1""}"
evt_ff1d611f,roberto.oliveira@uol.com.br,2023-05-29T20:03:51Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_761"", ""template"": ""v1""}"
evt_69f5a2de,lucas.silva@uol.com.br,2023-01-07T17:17:37Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_980"", ""template"": ""v1""}"
evt_ce48bbd9,lucas.silva@uol.com.br,2023-09-12T02:24:49Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_601"", ""template"": ""v1""}"
evt_ef31fe58,lucas.silva@uol.com.br,2023-01-04T11:02:17Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_744"", ""template"": ""v1""}"
evt_a915fed6,patricia.alves@gmail.com,2023-08-02T16:35:06Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_289"", ""template"": ""v1""}"
evt_3d5281b3,patricia.alves@gmail.com,2023-05-24T18:33:05Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_713"", ""template"": ""v1""}"
evt_43f7ec0a,patricia.alves@gmail.com,2023-01-30T00:10:23Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_765"", ""template"": ""v1""}"
evt_8a1baca6,carlos.souza@yahoo.com.br,2023-04-24T16:25:01Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_563"", ""template"": ""v1""}"
evt_0f2a6868,carlos.souza@yahoo.com.br,2023-08-30T12:01:04Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_490"", ""template"": ""v1""}"
evt_4acdaed2,carlos.souza@yahoo.com.br,2023-09-03T12:01:04Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_806"", ""template"": ""v1""}"
evt_f3cc111d,maria.santos@yahoo.com.br,2023-11-08T17:16:42Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_366"", ""template"": ""v1""}"
evt_3f3af560,maria.santos@yahoo.com.br,2023-04-05T08:57:09Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_320"", ""template"": ""v1""}"
evt_2b0d9c44,joao.mendes@yahoo.com.br,2023-05-11T04:09:02Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_519"", ""template"": ""v1""}"
evt_fe4b109e,joao.mendes@yahoo.com.br,2023-05-06T04:09:02Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_774"", ""template"": ""v1""}"
evt_1de824a1,lucas.lima@hotmail.com,2023-11-19T07:44:12Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_374"", ""template"": ""v1""}"
evt_5f55dd17,lucas.lima@hotmail.com,2023-11-05T08:54:41Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_269"", ""template"": ""v1""}"
evt_f21620ca,lucas.lima@hotmail.com,2023-10-14T04:51:24Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_375"", ""template"": ""v1""}"
evt_1b046db3,pedro.costa@gmail.com,2023-10-27T03:40:05Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_886"", ""template"": ""v1""}"
evt_22365384,pedro.costa@gmail.com,2023-05-26T08:26:51Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_769"", ""template"": ""v1""}"
evt_413415b0,pedro.costa@gmail.com,2023-02-11T23:27:39Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_419"", ""template"": ""v1""}"
evt_7e25624e,PEDRO.MENDES@GMAIL.COM,2023-07-18T18:31:07Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_311"", ""template"": ""v1""}"
evt_bb1c5258,PEDRO.MENDES@GMAIL.COM,2023-09-19T10:50:14Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_544"", ""template"": ""v1""}"
evt_ec9ccde8,marcos.costa@uol.com.br,2023-06-05T00:52:12Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_742"", ""template"": ""v1""}"
evt_e1bd213a,marcos.costa@uol.com.br,2023-08-19T08:37:52Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_729"", ""template"": ""v1""}"
evt_f3da052d,marcos.costa@uol.com.br,2023-10-01T05:25:28Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_659"", ""template"": ""v1""}"
evt_d056280b,marcos.costa@uol.com.br,2023-01-26T09:09:32Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_489"", ""template"": ""v1""}"
evt_d4be8a08,marcos.costa@uol.com.br,2023-11-19T04:39:33Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_360"", ""template"": ""v1""}"
evt_cbd29ebc,ANA.COSTA@UOL.COM.BR,2023-08-20T13:38:36Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_276"", ""template"": ""v1""}"
evt_47d23351,ANA.COSTA@UOL.COM.BR,2023-08-26T13:38:36Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_573"", ""template"": ""v1""}"
evt_d282dc77,ANA.COSTA@UOL.COM.BR,2023-08-19T13:38:36Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_284"", ""template"": ""v1""}"
evt_aec10fd4,ANA.COSTA@UOL.COM.BR,2023-08-26T13:38:36Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_165"", ""template"": ""v1""}"
evt_79a4fe96,ANA.COSTA@UOL.COM.BR,2023-08-20T13:38:36Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_901"", ""template"": ""v1""}"
evt_0eeb7140,carlos.souza@hotmail.com,2023-07-05T09:44:26Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_496"", ""template"": ""v1""}"
evt_461605df,carlos.souza@hotmail.com,2023-12-22T07:54:15Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_829"", ""template"": ""v1""}"
evt_2a94a0ab,camila.oliveira@gmail.com,2023-09-17T05:31:34Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_36c4ed30,maria.oliveira@yahoo.com.br,2023-04-27T17:03:17Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_606"", ""template"": ""v1""}"
evt_165117bd,maria.oliveira@yahoo.com.br,2023-08-05T18:53:50Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_219"", ""template"": ""v1""}"
evt_e024b564,maria.oliveira@yahoo.com.br,2023-04-10T19:51:00Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_308"", ""template"": ""v1""}"
evt_21724a84,maria.oliveira@yahoo.com.br,2023-07-22T06:34:19Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_613"", ""template"": ""v1""}"
evt_9f0869c8,maria.oliveira@yahoo.com.br,2023-07-25T03:28:47Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_802"", ""template"": ""v1""}"
evt_043a3cce,JOAO.FERREIRA@HOTMAIL.COM,2023-07-25T06:17:49Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_680"", ""template"": ""v1""}"
evt_0769584a,JOAO.FERREIRA@HOTMAIL.COM,2023-03-21T14:39:48Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_163"", ""template"": ""v1""}"
evt_b65f52db,PEDRO.NUNES@YAHOO.COM.BR,2023-02-23T21:01:38Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_899"", ""template"": ""v1""}"
evt_28273967,PEDRO.NUNES@YAHOO.COM.BR,2023-02-15T17:04:42Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_530"", ""template"": ""v1""}"
evt_8b0e3904,PEDRO.NUNES@YAHOO.COM.BR,2023-02-18T17:04:42Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_138"", ""template"": ""v1""}"
evt_69d880bb,PEDRO.NUNES@YAHOO.COM.BR,2023-02-11T17:04:42Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_100"", ""template"": ""v1""}"
evt_07ce731a,PEDRO.NUNES@YAHOO.COM.BR,2023-05-17T05:40:28Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_817"", ""template"": ""v1""}"
evt_635d9299,julia.costa@gmail.com,2023-10-31T14:49:48Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_624"", ""template"": ""v1""}"
evt_781ad9dc,julia.costa@gmail.com,2023-10-27T14:49:48Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_289"", ""template"": ""v1""}"
evt_0aa1c853,julia.costa@gmail.com,2023-10-31T14:49:48Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_629"", ""template"": ""v1""}"
